action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,0,347,126,262,58,192,9
103,236,0,108,257,50,190,3
8,195,270,0,270,42,188,0
0,0,241,156,273,41,193,0
286,0,0,152,268,33,199,8
37,0,271,0,276,25,197,2
449,0,0,5,288,17,195,0
0,91,179,0,298,9,193,0
0,0,0,318,293,16,206,0
0,210,185,21,288,8,204,0
43,98,78,129,283,15,217,15
32,41,66,212,278,7,215,9
492,0,0,0,284,0,213,3
0,0,204,253,289,0,211,0
0,26,107,351,284,0,216,7
0,0,372,0,279,6,220,7
173,11,20,56,274,0,225,1
246,64,181,0,277,0,223,0
108,0,0,316,279,0,221,0
73,414,0,0,281,0,219,0
2,259,0,202,283,0,217,0
294,0,0,0,280,5,215,5
0,0,325,0,287,0,213,0
0,70,187,165,282,0,218,0
0,130,0,337,277,7,223,7
47,81,304,0,272,6,221,7
0,0,0,361,280,0,219,1
0,0,0,479,275,0,217,8
410,77,0,0,270,0,215,15
0,0,276,0,278,0,213,9
0,268,0,0,273,0,224,3
284,0,0,135,268,10,222,0
256,0,115,127,278,2,220,0
0,276,0,0,282,0,218,0
178,0,0,239,277,7,216,0
0,499,0,0,0,0,0,0
0,0,0,482,0,499,0,0
359,0,0,75,0,491,0,9
0,0,418,0,14,483,0,3
0,45,207,115,9,475,16,0
31,173,64,197,4,482,29,15
130,0,0,285,0,474,27,9
0,172,262,0,6,466,25,3
290,0,0,91,1,476,41,0
138,0,219,0,0,468,39,0
0,0,0,427,3,460,37,0
0,153,315,0,0,452,35,13
332,53,0,0,0,460,49,7
108,319,0,0,0,452,47,1
0,16,0,41,11,444,45,0
0,0,295,183,6,451,43,15
397,0,0,73,1,443,47,15
56,0,302,32,11,435,45,9
98,0,0,289,27,427,43,3
64,0,251,103,40,419,41,0
0,0,20,459,50,411,39,0
142,0,144,171,45,403,52,15
131,0,339,0,46,395,50,9
0,193,95,0,62,387,48,3
114,127,0,65,57,397,64,0
0,0,393,0,52,389,62,0
0,0,282,56,47,381,72,0
0,0,91,253,42,373,85,15
0,0,35,353,37,365,89,15
0,271,16,100,32,357,102,24
128,146,8,200,27,355,106,24
92,406,0,0,31,347,104,18
322,0,0,0,47,339,102,12
0,197,0,0,63,331,100,6
0,381,0,11,58,344,98,0
318,76,0,0,53,351,96,11
63,389,0,44,58,343,94,5
0,0,340,114,73,335,92,0
498,0,0,0,68,327,105,15
408,0,20,24,69,319,103,9
96,232,0,0,85,311,101,3
0,454,0,0,98,303,99,0
235,0,0,188,93,310,97,0
71,267,77,37,103,302,95,0
38,11,131,94,113,294,93,0
93,221,133,51,123,286,91,0
0,91,0,388,133,278,89,0
0,115,352,0,128,285,87,15
0,166,0,73,123,283,91,9
214,10,102,143,118,290,89,18
104,163,181,49,119,282,87,12
0,195,0,5,135,274,85,6
197,285,0,0,130,287,83,5
236,0,0,231,140,279,81,0
152,0,0,237,150,271,79,0
0,0,458,0,160,263,77,0
257,0,0,82,155,255,90,0
6,202,0,0,165,247,88,0
0,79,152,218,166,248,86,0
0,274,147,74,161,255,99,15
0,0,294,154,156,247,97,9
434,0,0,0,151,239,107,15
0,393,12,0,155,231,105,9
251,156,0,0,150,244,115,3
0,323,0,0,151,236,113,0
23,41,92,0,146,243,111,0
378,0,0,122,156,235,109,0
488,0,0,0,166,227,107,0
263,0,0,78,176,219,105,0
0,150,0,0,186,211,103,0
0,13,301,157,181,218,101,0
0,13,394,0,176,223,114,15
345,0,140,0,171,215,112,9
0,0,391,0,180,207,110,3
287,53,0,57,175,199,126,0
0,200,0,275,185,191,124,0
6,313,0,164,180,198,122,15
0,354,0,87,181,190,120,9
104,139,0,196,176,203,118,24
359,0,98,0,171,195,116,18
208,278,0,0,187,187,114,12
234,0,0,74,203,179,112,6
308,0,2,0,219,171,110,0
0,124,0,175,229,163,108,0
408,0,0,7,224,170,106,15
0,124,0,229,225,162,104,9
0,466,0,0,220,175,102,24
339,0,0,84,215,167,100,18
0,419,0,0,231,159,98,12
0,137,268,87,226,172,96,6
186,0,0,38,221,185,115,21
438,0,0,0,216,177,113,15
0,372,0,0,211,169,111,9
0,0,295,114,206,182,109,3
0,0,404,0,201,174,125,18
105,122,133,0,196,166,126,12
50,367,0,0,212,158,124,6
0,462,0,0,228,150,122,0
0,352,33,0,223,157,120,0
0,242,44,149,218,164,133,0
0,205,178,0,0,0,0,0
105,254,0,122,0,205,178,0
200,90,125,0,105,219,176,22
98,0,0,293,100,211,174,16
145,317,0,0,115,203,172,10
40,0,330,0,131,195,170,4
182,0,129,0,145,187,168,0
479,0,0,0,155,179,166,0
28,0,452,0,165,171,164,0
404,0,0,49,175,163,162,0
22,48,369,0,185,155,160,0
250,0,104,0,195,147,158,0
0,30,429,0,205,139,156,0
0,0,0,466,200,146,169,0
103,0,254,56,195,138,167,0
0,0,401,47,205,130,165,0
22,0,0,403,200,122,178,15
248,206,0,0,201,114,176,9
171,3,0,268,217,106,174,3
404,0,0,0,230,98,172,0
396,0,21,61,240,90,170,0
42,0,399,48,250,82,168,0
0,0,0,404,260,74,166,0
0,380,0,73,255,66,164,15
0,0,0,391,250,79,162,30
0,53,130,10,245,71,160,24
204,23,0,0,240,84,179,28
0,170,235,39,235,76,177,22
431,0,0,0,230,79,186,27
96,235,0,65,225,71,184,21
0,0,59,300,240,63,182,15
297,32,5,55,235,55,201,30
148,0,339,0,230,47,199,24
0,81,363,0,246,39,197,18
0,135,206,136,241,52,216,12
95,0,5,266,236,44,214,6
0,0,476,0,252,36,212,0
346,0,0,0,247,28,225,0
0,0,401,0,257,20,223,0
0,342,143,0,252,12,236,0
301,0,0,53,247,19,249,0
99,0,0,244,242,11,247,0
0,93,0,278,252,3,245,0
62,111,0,62,247,10,243,10
0,0,131,344,253,2,241,4
23,0,288,176,248,0,252,13
218,79,0,0,243,0,250,7
261,59,37,0,251,0,248,1
0,0,0,272,254,0,246,0
29,206,214,22,249,0,244,7
0,5,18,239,257,0,242,1
128,0,52,284,252,5,248,8
364,41,0,0,252,0,246,2
0,120,214,118,256,0,244,0
0,0,90,213,251,7,249,7
37,287,0,156,246,0,253,7
267,231,0,0,248,0,251,1
44,33,45,247,251,0,249,0
0,184,183,25,253,0,247,0
0,20,249,26,248,7,252,7
0,0,422,62,243,6,256,7
0,279,183,0,238,0,261,8
168,178,0,0,233,6,265,2
0,0,224,3,237,0,263,0
0,333,0,0,232,0,268,3
179,0,87,152,227,7,266,0
0,0,362,0,236,0,264,0
52,0,0,414,231,0,269,0
0,139,42,312,233,0,267,0
185,0,133,0,228,7,272,7
0,468,0,0,229,0,270,1
0,0,0,487,224,8,268,0
0,0,472,0,219,0,266,15
0,85,0,286,214,0,277,9
207,0,24,0,209,13,275,16
59,0,120,169,212,5,273,10
0,50,0,382,225,0,271,4
0,88,333,4,220,11,269,11
0,0,0,205,215,13,277,9
85,86,73,0,210,5,275,10
269,144,36,0,223,0,273,4
0,288,91,91,229,0,271,0
0,439,0,0,224,7,276,7
34,0,0,372,219,6,274,1
0,377,0,60,228,0,272,0
132,226,131,0,223,7,270,7
99,13,76,0,231,0,268,1
357,0,0,0,234,0,266,0
0,160,20,175,236,0,264,0
0,0,0,444,231,7,269,7
0,350,0,0,226,0,267,7
0,66,0,407,221,13,265,1
0,0,187,292,216,21,263,16
0,0,0,376,211,13,266,15
0,228,0,0,206,5,264,25
390,0,0,0,201,18,262,19
90,180,0,227,217,10,260,13
0,0,483,0,233,2,258,7
329,132,17,0,228,0,271,1
46,0,299,0,231,0,269,0
0,0,282,0,0,0,0,0
150,287,0,63,0,0,282,0
0,7,287,0,150,70,280,63
0,389,0,0,145,62,278,57
442,0,0,0,140,54,276,51
410,0,41,0,135,46,274,45
0,22,322,0,151,38,272,39
90,210,184,0,146,51,291,33
498,0,0,0,141,43,289,27
0,0,0,426,157,35,287,21
0,11,0,249,152,27,285,36
0,0,271,199,147,30,283,51
241,228,0,0,142,22,291,55
95,0,0,357,148,14,289,49
10,0,0,192,164,6,287,43
210,91,100,0,169,0,285,46
449,0,0,0,177,0,283,40
0,17,266,182,185,0,281,34
0,0,48,398,180,13,292,41
0,0,0,410,175,5,290,35
0,404,46,0,170,0,288,42
0,0,0,436,165,13,299,36
0,0,252,0,160,5,297,38
27,0,327,0,155,0,313,32
0,403,0,0,163,0,311,26
28,0,88,223,158,13,309,20
226,0,0,207,174,5,307,14
91,68,0,301,187,0,305,8
61,26,0,311,195,0,303,2
0,0,0,435,199,0,301,0
52,385,0,0,194,0,299,7
182,0,188,0,202,0,297,1
10,0,0,367,205,0,295,0
0,10,476,0,207,0,293,0
0,422,0,0,202,7,298,0
6,216,0,97,197,7,296,0
224,45,0,135,198,8,294,8
0,36,230,230,206,0,292,2
214,0,89,0,201,9,299,9
0,109,233,138,199,1,297,3
0,0,146,0,194,11,306,11
223,13,206,0,189,3,304,5
109,25,135,136,198,0,302,0
116,216,53,55,200,0,300,0
284,0,0,23,202,0,298,0
0,39,140,97,204,0,296,0
248,0,0,0,199,7,301,7
87,0,205,56,200,0,299,1
402,0,0,96,203,0,297,0
0,236,0,171,205,0,295,0
30,171,11,109,200,7,293,7
337,43,0,0,208,0,291,1
0,275,0,0,211,0,289,0
0,0,91,168,206,7,287,0
207,84,18,0,201,0,299,14
0,366,0,0,196,0,297,8
493,0,0,0,191,12,295,2
178,106,0,0,203,4,293,0
0,54,301,0,209,0,291,0
0,152,241,76,204,7,296,0
0,318,0,0,199,7,301,7
0,0,140,262,194,6,299,1
0,333,60,79,189,0,311,14
0,20,0,460,184,0,309,8
0,428,14,0,179,12,307,14
0,0,382,0,174,13,314,8
135,339,13,0,169,5,324,2
144,27,247,36,178,0,322,0
17,0,0,379,180,0,320,0
475,0,0,0,182,0,318,0
0,0,0,458,184,0,316,0
4,482,0,14,179,0,314,7
152,119,95,0,178,9,312,10
461,0,0,0,185,1,310,4
21,0,0,120,192,0,308,0
0,0,258,163,194,0,306,0
55,381,13,0,189,0,311,7
0,0,75,361,190,0,309,1
93,0,1,104,185,0,315,8
0,168,0,306,185,0,313,2
188,111,0,159,180,9,311,9
0,367,120,0,187,1,309,3
116,39,0,119,182,11,318,0
0,226,130,0,181,3,316,0
0,96,192,128,176,10,324,0
0,265,72,0,171,7,327,5
125,0,20,278,166,9,334,0
0,0,230,0,167,1,332,0
0,371,0,116,162,0,338,0
0,373,0,54,157,7,336,7
251,0,228,0,152,13,334,14
0,351,0,3,155,5,332,8
0,318,0,0,150,18,330,5
0,0,0,299,145,27,328,0
295,0,171,0,140,19,326,15
297,2,0,0,156,11,324,9
234,70,0,0,172,3,322,3
354,45,0,0,180,0,320,0
0,392,44,63,182,0,318,0
0,451,0,0,177,7,323,7
0,225,57,14,0,0,0,0
81,319,86,0,0,225,57,14
245,0,0,89,81,356,141,8
0,140,98,169,76,348,139,2
0,0,430,0,71,340,137,0
0,0,447,28,66,332,135,0
0,0,344,98,61,324,133,0
224,206,0,0,56,316,131,0
315,0,116,0,63,308,129,0
0,212,45,104,73,300,127,0
0,115,152,166,68,307,140,15
0,178,156,42,63,299,138,9
204,0,164,0,58,303,148,15
0,0,249,0,53,295,146,9
51,17,6,161,48,287,162,3
52,0,0,413,61,279,160,0
238,176,14,0,71,271,158,0
68,88,206,24,81,263,156,0
393,0,22,15,91,255,154,0
71,2,0,427,101,247,152,0
363,0,16,0,111,239,150,0
0,99,0,330,121,231,148,0
0,0,0,335,116,238,146,15
125,0,97,139,111,230,144,15
0,346,28,76,127,222,142,9
74,121,115,0,122,235,161,24
0,103,118,251,117,227,159,18
189,125,0,148,112,219,157,12
0,200,0,72,128,211,155,6
0,0,94,357,123,224,153,21
0,313,0,72,118,216,151,15
77,0,109,0,113,229,149,30
0,290,0,184,108,221,147,24
0,243,0,20,103,234,145,39
37,80,157,0,98,226,143,33
0,254,161,0,114,218,141,27
0,73,196,0,109,231,160,21
0,0,486,0,104,223,158,15
0,192,76,0,99,215,177,9
31,426,40,0,94,228,196,3
0,0,95,385,89,220,194,0
0,342,36,85,84,212,204,12
0,0,0,289,79,213,211,15
52,0,0,442,74,205,209,12
22,90,319,0,90,197,207,6
324,0,134,0,106,189,205,0
0,0,477,0,116,181,203,0
123,256,23,38,111,173,216,0
0,200,57,220,121,165,214,0
0,0,0,378,116,172,227,15
0,160,0,265,111,164,225,9
81,75,190,0,106,168,223,15
262,0,197,0,110,160,221,9
166,222,0,103,126,152,219,3
0,221,218,0,139,144,217,0
0,0,487,2,134,151,230,0
0,0,0,433,129,143,228,0
0,160,311,0,124,135,226,15
0,0,162,292,119,148,245,9
134,0,334,0,114,140,243,3
93,0,42,326,127,132,241,0
0,0,82,364,137,124,239,0
0,201,229,16,132,116,252,15
0,79,191,46,127,114,256,15
0,0,0,495,122,115,263,18
0,149,112,179,117,107,261,15
115,73,149,127,112,120,280,30
197,32,4,124,107,112,278,24
0,0,469,22,102,104,276,18
40,87,307,0,97,96,295,33
104,0,141,114,92,88,293,27
0,383,0,86,108,80,291,21
83,272,0,0,103,93,289,36
354,0,0,84,98,85,287,30
171,0,301,0,114,77,285,24
0,0,0,487,130,69,283,18
107,139,160,0,125,61,281,33
55,0,221,119,141,53,279,27
156,89,239,0,157,45,277,21
0,249,151,85,173,37,275,15
137,169,0,27,168,50,294,30
0,250,0,246,163,42,292,24
430,0,0,0,158,34,290,18
0,0,474,0,174,26,288,12
27,271,0,36,169,18,307,6
492,0,0,0,185,10,305,0
0,0,113,300,195,2,303,0
0,289,165,0,190,0,310,9
224,63,0,62,185,4,312,3
0,389,59,0,190,0,310,0
0,279,50,0,185,7,315,0
300,83,4,21,180,7,320,0
220,206,0,0,182,0,318,0
35,411,0,0,184,0,316,0
0,0,272,213,186,0,314,0
82,0,0,339,181,0,319,7
0,0,16,382,182,0,317,1
0,0,0,313,177,0,323,8
0,0,179,201,172,0,321,7
99,0,324,0,167,0,332,14
217,95,0,0,0,0,0,0
242,125,63,0,217,95,0,0
32,36,0,361,413,87,0,0
0,264,125,0,421,79,0,0
2,213,1,260,416,84,13,0
279,126,0,37,413,76,11,0
211,42,0,147,423,68,9,0
0,154,318,0,433,60,7,0
49,0,419,0,428,67,20,0
13,0,215,260,423,59,18,0
8,0,83,285,431,51,18,2
0,418,0,0,434,43,23,7
0,377,0,90,429,49,21,1
136,0,260,99,424,57,19,16
5,0,418,0,424,49,17,10
33,0,128,0,424,41,31,4
205,0,0,203,438,33,29,0
0,221,0,82,448,25,27,0
101,0,27,0,443,32,25,15
0,112,140,3,444,24,23,9
156,4,0,0,439,37,42,6
24,143,0,299,434,29,40,0
0,0,313,187,441,21,38,0
457,0,0,0,436,13,51,15
81,0,0,158,437,5,49,9
215,81,47,38,450,0,47,3
0,0,0,417,455,0,45,0
99,120,0,0,450,0,43,7
0,170,97,197,458,0,41,1
297,0,0,151,453,8,47,8
104,0,329,20,453,0,45,2
125,269,0,51,457,0,43,0
0,0,0,328,459,0,41,0
0,0,180,110,454,0,39,7
228,219,0,0,449,0,50,14
0,270,0,131,444,0,48,8
20,0,232,213,439,13,46,15
0,0,281,62,442,5,44,9
0,183,0,134,437,0,60,21
63,366,0,37,432,0,58,15
0,0,0,266,435,0,56,9
117,0,0,383,430,0,54,16
0,428,0,0,438,0,52,10
56,0,325,0,433,13,50,4
160,166,0,0,447,5,48,0
0,0,27,143,454,0,46,0
0,0,219,0,449,0,51,7
30,52,248,93,444,0,55,1
0,0,0,435,447,0,53,0
0,0,409,0,442,0,51,7
0,0,0,381,437,0,62,1
0,0,0,357,432,0,60,8
73,0,0,311,427,0,58,15
121,98,0,246,435,0,56,9
0,0,0,482,443,0,54,3
0,344,0,90,438,0,52,10
79,234,0,129,433,13,50,17
0,0,497,0,436,5,48,11
302,0,142,1,431,0,64,5
168,0,132,0,438,0,62,0
426,0,0,0,440,0,60,0
0,208,183,0,442,0,58,0
0,51,0,427,437,7,63,0
93,0,0,332,432,7,61,7
126,172,0,0,440,0,59,1
0,20,306,0,443,0,57,0
0,0,247,231,438,7,62,0
22,189,203,0,433,0,67,7
52,89,20,49,434,0,65,1
192,185,16,37,437,0,63,0
108,377,0,0,439,0,61,0
129,0,322,0,441,0,59,0
0,0,195,229,443,0,57,0
0,283,148,0,438,0,62,7
0,0,198,250,433,6,66,1
7,411,0,0,428,0,72,8
0,0,395,98,428,0,70,2
30,0,25,251,423,0,77,9
0,36,148,7,422,0,75,3
78,0,21,349,417,10,83,7
90,193,0,149,416,2,81,1
377,0,0,4,421,0,79,0
141,80,226,0,423,0,77,0
181,0,170,0,425,0,75,0
152,166,0,0,427,0,73,0
45,0,76,280,429,0,71,0
0,267,0,102,431,0,69,0
0,136,37,160,426,7,67,7
0,118,214,0,421,13,78,14
0,38,0,446,416,5,76,8
132,14,187,154,411,13,74,15
46,405,0,16,414,5,72,9
0,0,0,474,427,0,70,3
71,382,35,0,422,0,68,10
433,0,10,0,430,0,66,4
8,6,221,183,436,0,64,0
0,0,0,360,438,0,62,0
0,146,0,282,433,0,60,7
127,0,154,186,428,13,58,14
117,161,0,1,431,5,56,8
0,304,0,156,0,0,0,0
0,0,343,0,0,304,0,156
0,42,93,130,0,296,54,150
0,0,0,311,0,304,68,160
0,0,315,0,0,296,66,154
67,0,271,0,0,288,64,148
182,203,0,24,16,280,62,142
131,279,0,0,32,272,60,136
279,0,46,51,48,264,58,130
0,15,225,42,64,256,56,124
385,0,67,1,59,263,75,139
70,0,0,413,54,255,73,133
0,0,70,378,55,247,71,127
0,0,497,0,50,239,90,142
149,239,0,0,45,231,88,136
64,0,232,0,61,223,86,130
30,0,326,9,77,215,84,124
260,0,0,229,93,207,82,118
142,100,17,0,109,199,80,112
68,271,0,0,125,191,78,106
106,235,0,51,141,183,76,100
0,476,0,0,157,175,74,94
0,90,409,0,152,188,72,88
0,0,327,92,147,201,91,82
15,89,30,44,142,193,89,76
56,0,111,314,152,191,93,76
0,0,495,0,156,183,91,70
0,122,0,259,151,175,110,64
0,295,122,36,146,188,108,79
445,0,0,0,141,180,106,73
0,447,0,0,157,172,104,67
129,0,240,0,152,185,102,61
0,167,0,84,168,177,100,55
0,0,381,0,163,190,98,70
0,69,273,0,158,182,96,64
0,347,0,118,153,195,115,58
0,15,0,469,148,187,113,52
145,0,0,339,143,194,111,67
56,0,0,436,144,186,109,61
0,0,0,326,160,178,107,55
0,373,0,0,155,170,105,70
0,0,213,287,150,183,103,64
109,378,0,0,145,175,122,79
0,210,158,88,140,167,120,73
281,0,11,0,135,180,139,88
378,0,64,0,130,172,137,82
0,224,118,0,125,164,135,76
72,0,312,0,120,177,154,70
80,91,195,127,115,169,152,64
0,0,236,56,131,161,150,58
44,270,0,40,126,153,169,73
0,364,0,0,121,145,167,67
0,0,495,0,116,158,165,61
0,0,429,36,111,150,184,55
0,88,82,216,106,142,203,70
0,423,0,0,101,134,201,64
3,0,0,400,96,147,199,58
0,258,149,0,94,139,197,70
483,0,0,0,89,152,216,64
145,203,0,105,84,144,214,58
305,56,56,0,100,136,212,52
0,349,0,104,116,128,210,46
311,0,139,0,111,141,208,61
0,236,101,9,106,133,206,55
405,0,0,0,101,146,225,58
0,0,431,0,96,138,223,52
179,158,152,0,91,130,233,46
172,233,0,67,107,122,231,40
0,0,179,150,123,114,229,34
70,98,0,146,118,106,248,49
396,18,0,0,113,98,246,43
0,362,0,6,129,90,244,37
434,0,0,11,124,103,242,37
97,0,0,237,134,95,240,31
456,0,0,0,150,87,238,25
0,0,490,0,166,79,236,19
0,0,0,459,161,71,255,13
358,0,20,0,156,63,253,28
110,0,65,0,172,55,251,22
275,18,0,77,188,47,249,16
89,44,34,121,204,39,247,10
0,0,324,0,220,31,245,4
266,0,0,144,215,23,262,0
72,0,186,134,225,15,260,0
85,0,366,0,235,7,258,0
339,65,0,0,244,0,256,0
0,174,222,0,246,0,254,0
0,174,0,44,241,7,259,0
59,64,198,0,236,7,257,7
163,0,0,264,244,0,255,1
0,0,168,131,247,0,253,0
390,0,76,34,242,0,258,7
0,210,0,132,243,0,256,1
152,0,0,200,238,8,254,8
7,310,157,0,246,0,252,2
0,0,225,194,248,2,252,0
0,22,410,0,243,0,257,7
0,0,385,77,238,6,261,1
177,0,262,23,233,0,267,8
91,0,362,0,233,0,265,2
0,0,310,0,0,0,0,0
109,229,0,48,0,0,310,0
0,55,285,0,109,83,308,48
114,247,0,40,104,75,306,42
429,39,0,0,99,67,304,36
282,218,0,0,109,59,302,30
0,481,0,0,125,51,300,24
43,139,208,96,120,64,298,18
0,0,329,0,136,56,296,12
0,0,376,0,131,48,315,6
98,0,232,0,126,40,334,0
337,0,88,0,136,32,332,0
0,293,0,35,146,24,330,0
0,272,3,0,141,31,328,15
125,293,0,77,136,29,329,9
347,116,0,0,149,21,327,3
63,139,0,50,162,13,325,0
0,167,76,36,172,5,323,0
0,197,152,109,167,12,333,12
319,0,169,0,162,4,331,6
254,3,0,0,171,0,329,0
0,0,428,0,173,0,327,0
0,50,134,219,168,0,332,0
0,0,431,0,163,7,337,7
282,0,130,0,158,0,341,1
0,0,0,367,161,0,339,0
25,160,0,150,156,0,337,7
0,260,0,186,164,0,335,1
102,0,349,0,159,8,333,8
277,184,0,0,167,0,331,2
0,456,0,0,171,0,329,0
17,0,28,279,166,7,327,0
124,0,0,191,175,0,325,0
0,153,178,0,177,0,323,0
48,220,81,0,172,7,328,0
0,0,0,438,174,0,326,0
343,0,116,0,169,0,324,7
62,13,293,12,177,0,322,1
0,0,400,0,180,0,320,0
50,0,446,0,175,0,325,0
0,176,307,0,177,0,323,0
443,0,0,0,172,7,328,0
0,0,415,77,174,0,326,0
0,470,12,0,169,0,331,7
80,0,256,0,164,6,335,1
0,0,0,464,167,0,333,0
0,309,0,74,162,0,331,7
319,0,0,140,157,13,329,14
19,375,47,0,160,5,327,8
0,116,178,181,173,0,325,2
0,284,0,0,168,9,332,9
0,0,450,0,163,4,330,3
0,0,0,490,158,0,342,0
0,79,268,0,153,0,340,7
12,0,134,188,148,13,351,1
131,0,244,0,146,5,349,0
0,0,285,0,153,0,347,0
0,0,338,0,148,0,352,0
338,0,0,0,143,0,357,0
5,193,25,135,145,0,355,0
0,176,142,0,145,2,355,2
469,0,0,0,140,7,360,0
26,0,367,0,142,0,358,0
0,181,0,207,144,0,356,0
244,0,0,0,139,7,354,7
345,0,0,0,147,0,352,1
399,0,24,0,150,0,350,0
227,102,63,0,152,0,348,0
366,0,0,96,154,0,346,0
29,0,1,463,156,0,344,0
0,321,0,165,158,0,342,0
0,17,253,12,153,7,340,7
0,99,258,0,148,13,351,13
91,0,0,380,143,5,349,7
463,0,0,0,152,0,347,1
0,0,0,398,155,0,345,0
214,0,187,0,150,0,343,7
0,0,0,308,158,0,341,1
198,0,0,263,153,0,339,8
0,109,350,11,161,0,337,2
0,0,0,349,156,9,344,9
68,9,0,389,151,1,342,6
0,348,0,0,160,0,340,0
190,0,13,221,155,7,338,0
135,0,241,47,164,0,336,0
0,13,360,0,166,0,334,0
99,352,3,0,161,7,339,0
0,0,212,187,163,0,337,0
30,0,120,0,158,0,342,7
95,53,0,23,159,0,340,1
0,411,0,0,162,0,338,0
193,11,214,73,157,7,336,0
51,0,194,98,166,0,334,0
82,164,0,0,168,0,332,0
342,71,0,0,170,0,330,0
0,231,110,55,172,0,328,0
133,53,256,0,167,7,333,7
411,39,0,0,168,0,331,1
418,0,0,0,171,0,329,0
0,0,0,363,173,0,327,0
410,0,0,0,0,0,0,0
0,0,339,101,410,0,0,0
123,0,0,331,405,0,95,95
275,0,0,0,400,0,93,89
472,0,0,0,395,0,91,83
0,0,0,453,390,0,89,77
480,0,0,0,385,0,87,71
21,0,0,407,380,0,85,65
87,0,216,72,375,0,83,59
0,0,403,0,370,0,81,53
184,0,0,208,365,0,88,47
0,131,332,0,373,0,86,41
139,77,1,215,368,13,97,35
0,312,0,0,371,5,95,29
0,458,0,0,366,18,93,23
0,106,383,0,361,31,91,17
0,0,0,419,356,44,110,11
0,0,191,271,351,36,108,5
77,173,209,0,346,28,126,20
0,0,66,402,342,20,124,14
0,405,0,0,337,12,143,29
0,156,0,11,332,4,141,23
0,454,0,0,327,17,139,28
0,482,0,0,322,19,137,22
478,0,0,0,317,32,135,16
64,0,78,56,333,24,133,10
0,284,0,0,349,16,131,4
464,0,0,0,344,27,129,0
0,0,490,0,354,19,127,0
267,0,71,0,349,11,140,0
413,87,0,0,359,3,138,0
79,0,109,124,364,0,136,0
219,51,131,70,366,0,134,0
133,0,274,0,368,0,132,0
0,0,0,384,370,0,130,0
0,155,0,343,365,0,128,7
11,0,444,0,360,13,126,14
0,460,0,0,363,5,124,8
0,74,0,262,358,18,122,2
179,103,70,0,353,27,120,17
88,0,3,0,352,19,118,11
256,0,225,0,368,11,116,5
297,112,50,21,383,3,114,0
386,0,0,70,388,0,112,0
182,0,0,265,390,0,110,0
0,0,268,151,392,0,108,0
0,0,187,261,387,0,113,7
448,0,0,0,382,0,117,7
83,148,0,263,384,0,115,1
1,0,0,345,387,0,113,0
0,319,0,140,383,0,111,6
0,392,39,0,378,13,109,13
0,142,264,90,373,13,115,7
186,133,69,0,368,18,126,14
11,0,186,235,363,10,124,8
355,0,144,0,369,2,127,7
15,176,132,0,374,0,125,1
0,356,0,112,377,0,123,0
152,0,159,0,372,7,121,7
109,3,0,312,380,0,119,1
380,0,48,64,383,0,117,0
0,144,0,298,385,0,115,0
104,4,52,79,380,7,113,7
234,0,0,59,388,0,111,1
83,0,0,255,391,0,109,0
65,255,0,0,393,0,107,0
197,164,0,0,395,0,105,0
347,67,5,27,397,0,103,0
0,0,67,295,399,0,101,0
0,376,6,0,394,0,106,7
35,23,0,270,389,6,110,1
77,0,0,345,392,0,108,0
367,0,121,0,394,0,106,0
134,0,170,108,396,0,104,0
139,229,0,0,398,0,102,0
0,328,0,0,400,0,100,0
141,2,0,290,395,7,98,0
0,0,57,361,404,0,96,0
0,95,92,303,399,0,101,7
0,0,286,0,394,6,105,7
156,296,19,0,389,0,110,1
0,342,0,0,392,0,108,0
0,493,0,0,387,7,106,0
0,233,225,0,382,14,104,0
0,176,272,0,377,21,117,0
244,0,0,72,372,13,115,0
320,0,0,24,382,5,113,0
0,0,428,0,389,0,111,0
0,103,297,0,384,0,116,0
442,0,0,0,379,7,121,0
17,0,0,394,381,0,119,0
0,283,0,0,383,0,117,0
51,19,0,169,378,7,115,0
303,0,193,0,387,0,113,0
322,0,0,0,389,0,111,0
275,7,64,0,391,0,109,0
15,0,343,0,393,0,107,0
0,208,151,0,395,0,105,0
93,73,210,77,390,7,110,0
0,0,361,0,392,0,108,0
0,0,484,0,0,0,0,0
337,71,0,10,0,0,484,0
22,0,250,102,18,0,482,0
0,125,298,56,20,0,480,0
23,247,88,0,15,7,485,7
123,0,0,157,16,0,483,1
0,120,360,0,19,0,481,0
0,477,0,0,14,7,486,0
79,0,139,130,9,7,484,0
0,452,0,0,18,0,482,0
0,86,256,0,13,7,480,0
0,181,0,274,8,14,492,0
0,399,1,0,3,7,490,1
0,0,0,245,0,12,489,0
195,68,185,0,0,4,487,9
75,52,0,86,12,0,485,3
396,0,0,0,17,0,483,0
230,0,188,3,19,0,481,0
170,0,0,206,21,0,479,0
0,0,299,201,23,0,477,0
0,0,0,480,18,0,482,7
0,465,0,0,13,0,480,7
9,40,266,0,8,13,478,1
0,0,0,497,12,12,483,0
249,16,0,89,7,4,481,8
0,0,345,96,19,0,479,2
0,144,0,285,14,0,486,9
0,0,362,0,9,4,484,7
312,0,15,0,4,0,495,1
310,0,0,0,7,0,493,0
0,407,0,0,9,0,491,0
0,153,340,0,4,7,489,0
0,350,121,20,0,13,500,0
321,0,0,0,0,5,498,0
107,0,293,73,4,0,496,0
